StudentID,Name,Gender,AttendanceRate,StudyHoursPerWeek,PreviousGrade,ExtracurricularActivities,ParentalSupport,FinalGrade,Study Hours,Attendance (%),Online Classes Taken
231.0,Mia Ramirez,Female,76.7,8.3,83.6,1.0,Medium,77.9,2.3,79.3,False
490.0,Ethan Jackson,,100.0,23.0,74.5,4.0,Medium,80.6,4.1,42.7,False
773.0,John Wilson,male,69.1,9.5,63.5,0.0,Medium,65.4,2.9,98.6,False
379.0,Isabella Jackson,Female,96.8,23.2,71.2,3.0,High,95.1,2.6,53.4,True
289.0,Henry Brown,Female,77.1,15.0,66.3,1.0,High,87.4,3.6,40.1,True
419.0,Ava Lewis,Male,96.3,11.0,59.4,1.0,HIGH,80.7,4.5,95.4,False
675.0,Ethan Harris,FEMALE,74.0,12.8,62.4,4.0,Medium,76.9,-0.6,80.4,False
392.0,Olivia Jackson,Male,84.3,24.6,66.1,1.0,Medium,77.9,2.0,130.5,False
593.0,Noah Anderson,FEMALE,93.6,10.6,79.8,1.0,Medium,74.1,2.6,77.7,False
499.0,Sofia Moore,Male,79.1,17.1,67.5,,Low,65.4,3.0,87.3,True
139.0,James Sanchez,Female,97.8,4.5,53.7,0.0,High,73.3,0.3,82.8,True
63.0,James Jones,Male,79.7,14.7,71.3,,High,84.7,0.7,132.2,False
472.0,Jackson White,Male,78.0,21.2,84.1,3.0,Low,78.1,0.4,89.7,False
,Henry Thompson,FEMALE,71.5,16.8,90.3,3.0,Low,85.5,1.9,66.9,False
129.0,Harper Martin,,72.2,17.9,65.4,1.0,Medium,72.1,3.5,58.0,True
995.0,Amelia Sanchez,Female,77.9,24.8,82.1,1.0, Low ,73.4,1.6,109.8,True
521.0,James Lewis,,83.7,15.5,78.9,1.0,Medium,78.4,3.1,94.2,True
839.0,John Miller,male,76.9,13.4,95.1,4.0,MEDIUM,,2.1,111.9,
981.0,Harper Thompson, Female ,82.7,27.9,79.0,1.0,Low,99.6,2.9,80.3,True
65.0,Benjamin Sanchez,female,77.8,,64.0,3.0,High,84.2,1.9,53.9,
813.0,Daniel White,Male,88.3,14.9,79.7,1.0,High,85.0,6.6,74.5,False
15.0,Abigail Jackson,Female,80.1,10.6,59.3,1.0,MEDIUM,,3.5,79.9,False
157.0,Michael Brown,male,100.0,,89.3,0.0,Low,77.5,4.9,80.8,False
41.0,Emma Harris,,76.3,19.3,72.1,2.0,Low,,1.8,97.3,False
493.0,Matthew Smith,Female,64.2,14.2,74.2,0.0,Low,71.8,1.9,78.5,
380.0,Noah Martin,female,73.0,16.5,,3.0,Low,69.0,1.6,56.4,False
188.0,Isabella Lee,Male,93.7,12.9,70.3,0.0,medium,78.2,3.4,76.9,False
764.0,David Perez, Male ,74.1,4.9,60.7,2.0,Low,64.5,5.1,77.2,False
217.0,Alex Jackson,MALE,91.9,25.4,62.4,1.0,High,81.3,1.8,38.4,False
792.0,Mia Robinson,Male,81.2,15.7,69.8,3.0,High,83.2,4.8,99.1,False
53.0,James Jackson,male,91.0,17.3,,1.0,High,85.1,4.1,107.3,True
879.0,Henry Harris,FEMALE,92.5,9.5,75.3,0.0,low,69.8,3.7,76.8,False
338.0,Sophia Rodriguez,Female,80.5,14.5,62.3,0.0,Low,59.2,2.0,64.7,False
749.0,Sophia Ramirez,male,88.1,22.1,88.5,2.0,Medium,90.6,2.9,67.2,True
720.0,Harper Jackson,MALE,78.3,18.3,65.6,1.0,MEDIUM,,3.9,105.2,False
725.0,Emily Martin,,,20.1,74.7,2.0,Medium,79.0,2.6,46.0,False
296.0,Amelia Jackson,Female,88.3,8.8,69.0,1.0,HIGH,79.4,1.1,59.1,
702.0,Ethan Garcia,Female,72.6,19.3,59.1,0.0,Low,61.8,-5.3,45.9,False
252.0,Lucas Taylor,Female,59.2,20.2,83.0,,MEDIUM,69.1,4.4,94.9,False
727.0,Abigail Young,MALE,80.8,10.1,79.8,3.0, High ,83.7,3.0,58.9,True
462.0,Emma Martinez,Male,92.3,17.3,71.2,0.0,Medium,72.2,1.4,79.4,False
,Henry Johnson,MALE,51.5,27.7,72.1,1.0,Low,78.9,-0.1,85.6,True
939.0,Mia Young,Female,75.6,4.9,62.8,1.0,Medium,63.2,2.5,54.5,True
816.0,Elizabeth Brown,Male,51.4,9.2,70.4,4.0,Low,67.5,1.5,101.9,True
863.0,Michael Lewis,Female,93.4,17.0,57.1,0.0,low,69.5,2.8,42.4,False
,Harper Johnson,Female,82.4,8.4,78.0,0.0,High,79.2,4.6,66.9,True
202.0,Sofia Moore,MALE,71.0,11.8,79.8,1.0,HIGH,72.1,1.9,108.7,True
162.0,Evelyn Moore,Male,82.5,11.9,67.5,0.0,Medium,76.0,4.5,65.6,False
556.0,Amelia Jones,MALE,83.6,12.6,73.6,0.0,Low,,2.4,67.1,False
730.0,Evelyn Brown,Male,87.5,7.8,100.0,0.0,Low,75.3,3.3,89.7,False
402.0,Emily Davis,female,71.2,19.8,83.6,1.0,LOW,74.6,2.4,59.5,
703.0,,Male,95.0,,81.4,0.0,,90.6,1.6,44.2,True
477.0,Elizabeth Moore,Female,81.7,5.4,89.4,1.0,Medium,73.3,4.0,94.1,True
822.0,Evelyn Sanchez,female,82.1,20.6,44.5,2.0,LOW,56.3,2.4,79.6,False
,Charlotte Anderson,male,,25.1,83.5,1.0,Medium,85.1,0.4,52.9,True
106.0,Emily Garcia,Male,75.7,10.4,95.1,1.0,HIGH,85.2,0.1,72.3,True
566.0,Noah Thomas, Male ,67.3,16.1,63.4,1.0,medium,78.0,1.7,75.1,True
390.0,Emma Walker,Female,88.6,21.9,65.3,0.0,high,78.7,2.5,102.9,False
2.0,Emily Sanchez, Male ,,8.1,,2.0,MEDIUM,72.7,2.8,86.1,False
954.0,Benjamin Thomas,Male,,13.9,66.0,0.0,High,70.1,1.7,89.5,False
522.0,Emma Harris,Male,76.4,25.3,71.9,2.0,Low,78.4,1.0,101.3,True
562.0,Sarah Davis,MALE,74.1,25.0,79.3,3.0,Low,87.2,-0.7,83.8,False
932.0,Daniel Moore,Female,89.1,5.6,90.4,1.0,Low,70.3,2.2,76.8,False
81.0,David Walker,Female,79.4,18.9,77.1,1.0,Medium,90.9,4.1,11.2,True
206.0,Noah Walker,female,75.0,16.7,56.0,0.0,medium,76.9,3.8,90.8,True
35.0,Sebastian Johnson,Female,78.5,22.5,92.3,0.0,High,91.8,2.9,100.6,True
776.0,David Brown,Male,,19.3,82.2,0.0,High,83.8,2.4,42.2,False
509.0,Ava Lewis,MALE,77.7,28.2,67.6,2.0,Medium,86.2,3.0,75.8,False
428.0,Jackson Walker,Male,84.0,16.8,70.0,0.0,Medium,80.1,3.0,91.6,False
,Harper Lee,Female,93.9,18.1,48.2,0.0,Low,63.2,3.3,72.2,True
367.0,Lucas Martinez,Male,90.6,27.1,85.3,2.0,Medium,100.0,3.2,94.5,
92.0,Jackson Thomas,Male,74.8,15.4,,0.0,Medium,57.4,3.5,94.0,False
340.0,David Taylor, Male ,77.6,12.1,74.4,1.0,Low,69.9,2.3,61.6,False
898.0,Sarah Robinson,Female,85.2,12.9,,1.0,High,81.7,-3.8,68.8,True
565.0,Sebastian Martin,Male,68.7,15.0,64.4,1.0,high,76.2,2.5,48.3,False
346.0,Noah Allen,MALE,62.8,16.7,43.5,2.0,Medium,69.0,2.7,61.6,False
777.0,Benjamin Martinez,Female,81.6,22.6,77.5,0.0,Medium,81.2,2.4,51.0,True
242.0,Harper Clark,FEMALE,77.1,9.3,64.3,2.0,High,79.4,1.5,108.6,True
14.0,Matthew Martinez,Female,59.4,19.5,81.6,4.0,High,83.1,1.6,77.8,False
316.0,Evelyn Rodriguez,Male,85.0,31.8,63.8,0.0,Medium,85.5,4.2,69.2,False
601.0,Ethan Martinez,Female,67.5,23.1,,0.0,Medium,75.4,4.5,94.0,False
388.0,Jackson Martinez,Female,70.8,12.3,100.0,1.0,Medium,93.8,-4.6,78.6,True
274.0,David White,Male,67.6,13.2,70.5,0.0,Low,72.1,3.1,51.8,False
167.0,Sophia Smith,Male,58.6,24.1,75.6,2.0, Medium ,83.5,3.6,53.7,True
841.0,Ava Taylor,Male,77.1,19.3,69.7,1.0,MEDIUM,76.6,0.3,73.9,True
812.0,Sebastian Thompson,Male,71.1,14.0,62.0,1.0,MEDIUM,62.9,3.9,44.4,False
647.0,,Female,96.0,20.6,46.0,1.0,Low,78.1,5.6,47.6,False
819.0,Evelyn Jones,Male,76.5,11.4,70.5,1.0,Medium,70.2,3.7,72.4,False
485.0,Mia Taylor,Male,78.2,15.2,89.8,0.0,Low,65.8,2.6,54.1,False
999.0,David Rodriguez, Male ,63.6,14.6,68.1,2.0,Medium,72.4,-2.4,48.3,True
505.0,Ava Lee,Male,74.7,16.2,72.1,2.0,Low,75.2,5.3,64.8,False
832.0,Noah Young,Female,93.4,17.7,56.1,2.0,High,83.5,3.2,83.9,True
244.0,Evelyn Moore,,58.7,23.1,65.6,1.0,HIGH,75.9,2.1,59.1,False
567.0,Liam Allen,female,87.7,20.4,67.3,0.0,HIGH,77.7,2.6,82.4,False
876.0,Amelia Brown,Female,82.8,14.3,64.7,1.0,,77.0,-2.5,73.9,True
563.0,,Female,83.3,18.4,58.7,1.0,MEDIUM,79.7,1.4,53.9,False
971.0,,Female,66.8,6.4,74.4,0.0,Medium,64.6,3.6,55.4,True
687.0,Benjamin Taylor,MALE,72.6,21.0,76.1,0.0,Medium,73.3,2.0,87.7,False
958.0,Evelyn Jackson,Male,75.7,21.7,78.7,0.0, High ,87.9,3.3,71.1,True
190.0,Sophia Smith,FEMALE,75.1,30.4,75.6,0.0,Low,78.6,1.5,96.3,True
783.0,Michael Smith,Female,68.1,17.6,62.4,1.0,medium,64.4,5.5,67.0,False
700.0,Alex Young,Male,74.6,11.8,80.5,2.0,medium,87.2,1.1,104.3,False
476.0,Emily Martinez,male,,0.0,77.5,0.0,Medium,68.6,1.6,64.4,True
682.0,Emma Smith, Male ,78.7,34.2,100.0,1.0,High,100.0,0.8,107.3,True
511.0,Charlotte Wilson,Male,79.6,22.2,56.2,1.0,high,65.5,1.5,59.4,True
59.0,, Male ,78.8,19.3,75.2,0.0,,80.6,4.6,56.5,True
475.0,Evelyn Allen,MALE,68.5,11.5,79.8,0.0,High,75.0,3.0,114.2,False
561.0,Henry Rodriguez,Female,82.1,8.6,,0.0,Medium,73.1,1.0,61.5,False
857.0,,Female,79.1,15.0,82.4,0.0,high,77.1,-0.0,93.7,True
748.0,Sophia Anderson,Female,86.4,17.9,85.7,0.0,Medium,81.9,4.2,90.0,True
253.0,Olivia Williams,MALE,88.4,15.6,73.2,1.0,Medium,71.2,0.5,42.2,True
22.0,Isabella Williams,Female,,10.7,85.7,1.0,medium,84.9,3.0,91.9,True
314.0,Ava Lewis,male,99.1,15.0,,3.0,Low,96.3,2.6,81.9,False
460.0,Michael Jackson,Male,67.3,21.5,79.7,0.0,High,87.8,3.6,55.4,True
161.0,,Female,87.8,11.9,78.9,0.0,Medium,81.2,1.4,64.6,False
277.0,Lucas Thompson, Male ,68.3,10.3,69.1,1.0,High,65.0,3.9,87.2,True
956.0,Ethan Taylor,FEMALE,95.6,16.4,64.6,1.0,MEDIUM,86.1,2.1,60.1,False
192.0,Ethan Rodriguez, Male ,94.7,4.6,78.1,1.0,Low,77.4,3.6,56.5,False
386.0,Michael Davis,Female,61.6,9.7,47.0,1.0,Medium,70.0,4.2,105.2,True
806.0,Emily Johnson,Female,89.9,18.4,69.3,0.0,Medium,78.2,1.0,84.5,False
414.0,Michael Clark,Female,70.1,4.6,60.5,4.0,MEDIUM,62.5,2.2,53.4,True
492.0,Sebastian Moore,,84.5,20.5,100.0,3.0,High,91.3,3.5,101.1,False
344.0,Amelia Lee,FEMALE,77.9,10.1,78.6,4.0,medium,75.4,0.9,71.6,False
770.0,Isabella Garcia,female,84.8,,85.9,2.0,Medium,81.6,0.5,39.9,True
309.0,Sophia Taylor,Male,72.8,21.0,86.1,0.0,Low,73.9,3.5,87.8,False
662.0,Matthew Perez,,82.4,17.1,83.8,1.0,Low,86.7,3.6,79.4,False
131.0,Henry Taylor,Female,68.1,11.0,74.4,0.0,MEDIUM,69.1,4.0,105.2,False
664.0,Liam Martin,male,82.7,19.3,79.3,2.0,High,93.2,2.2,108.2,False
872.0,Liam Miller,Female,66.5,15.8,60.7,2.0,High,81.2,2.7,67.8,False
100.0,Emma Thomas,MALE,80.5,24.9,65.1,2.0,MEDIUM,84.6,3.5,53.7,False
373.0,Benjamin Thomas,male,70.8,21.8,72.9,0.0,Low,82.8,-0.7,55.2,
88.0,Sophia Allen,Female,74.0,28.1,87.6,0.0,Medium,92.6,0.3,84.0,False
459.0,,Male,78.8,9.9,77.7,0.0,MEDIUM,63.8,2.0,39.5,True
331.0,Henry Thomas,,65.4,24.9,69.3,0.0,Low,64.0,0.7,80.6,True
215.0,Matthew Williams,Male,79.7,14.6,58.7,1.0,,78.2,3.3,81.8,
467.0,Emma Thompson,Male,76.2,20.8,84.5,2.0, Medium ,95.3,-2.0,95.0,False
122.0,Daniel Williams,Female,80.5,21.8,99.7,1.0,medium,91.8,5.3,74.5,True
615.0,Daniel Johnson,Male,,23.6,60.4,0.0,,80.4,3.3,61.7,True
21.0,Amelia Johnson, Male ,86.5,26.9,69.0,0.0,Medium,,-0.7,105.1,False
,Amelia Davis,Female,76.8,15.7,59.0,0.0,Medium,81.7,1.7,49.4,False
72.0,Olivia Miller,,85.1,19.3,72.8,3.0, Medium ,80.4,2.3,62.3,False
107.0,,Female,70.4,17.2,83.6,4.0,low,89.5,0.2,103.5,True
271.0,Ava Anderson,Male,81.1,9.0,66.2,,Medium,67.0,-5.6,92.0,False
861.0,Charlotte Sanchez,Male,86.2,6.4,66.4,2.0,Medium,75.6,4.6,60.1,False
436.0,Michael Brown,FEMALE,76.2,8.7,55.8,1.0,low,63.1,3.2,100.3,True
103.0,Jackson Walker,male,73.8,24.0,59.9,0.0,MEDIUM,76.0,2.0,69.5,False
