Gender,AttendanceRate,StudyHoursPerWeek,PreviousGrade,ExtracurricularActivities,ParentalSupport,FinalGrade,Online Classes Taken,PerformanceLevel,Gender_enc,ParentalSupport_enc,OnlineClasses_enc,StudentID,Name,PredictedLevel
Female,79.3,17.8,81.2,1.0,Medium,83.3,True,Average,0,1,1,503.0,David Miller,Average
Female,81.6,16.2,80.4,1.0,Medium,79.1,True,Average,0,1,1,48.0,Sebastian Perez,Average
Male,79.0,9.1,82.7,1.0,High,74.6,False,Average,1,2,0,780.0,Elizabeth White,Average
Female,78.9,16.9,74.5,0.0,High,74.0,False,Average,0,2,0,840.0,Sofia Martin,Average
Male,100.0,10.0,75.2,1.0,Medium,87.2,False,High,1,1,0,201.0,James Robinson,High
Male,85.8,6.4,70.5,1.0,High,71.9,False,Average,1,2,0,135.0,Emily Perez,Average
Female,68.3,21.1,78.2,0.0,Medium,75.3,False,Average,0,1,0,28.0,Jackson Rodriguez,Average
Female,60.1,0.45000000000000284,66.0,0.0,Medium,64.2,False,Low,0,1,0,,Ethan Lewis,Low
Female,76.7,8.3,83.6,1.0,Medium,77.9,False,Average,0,1,0,231.0,Mia Ramirez,Average
Male,100.0,23.0,74.5,4.0,Medium,80.6,False,Average,1,1,0,490.0,Ethan Jackson,Average
Male,69.1,9.5,63.5,0.0,Medium,65.4,False,Low,1,1,0,773.0,John Wilson,Low
Female,96.8,23.2,71.2,3.0,High,95.1,True,High,0,2,1,379.0,Isabella Jackson,High
Female,77.1,15.0,66.3,1.0,High,87.4,True,High,0,2,1,289.0,Henry Brown,Average
Male,96.3,11.0,59.4,1.0,High,80.7,False,Average,1,2,0,419.0,Ava Lewis,Average
Female,74.0,12.8,62.4,4.0,Medium,76.9,False,Average,0,1,0,675.0,Ethan Harris,Average
Male,84.3,24.6,66.1,1.0,Medium,77.9,False,Average,1,1,0,392.0,Olivia Jackson,Average
Female,93.6,10.6,79.8,1.0,Medium,74.1,False,Average,0,1,0,593.0,Noah Anderson,Average
Male,79.1,17.1,67.5,1.0,Low,65.4,True,Low,1,0,1,499.0,Sofia Moore,Average
Female,97.8,4.5,53.7,0.0,High,73.3,True,Average,0,2,1,139.0,James Sanchez,Average
Male,79.7,14.7,71.3,1.0,High,84.7,False,Average,1,2,0,63.0,James Jones,Average
Male,78.0,21.2,84.1,3.0,Low,78.1,False,Average,1,0,0,472.0,Jackson White,Average
Female,71.5,16.8,90.3,3.0,Low,85.5,False,High,0,0,0,,Henry Thompson,High
Male,72.2,17.9,65.4,1.0,Medium,72.1,True,Average,1,1,1,129.0,Harper Martin,Average
Female,77.9,24.8,82.1,1.0,Low,73.4,True,Average,0,0,1,995.0,Amelia Sanchez,Average
Male,83.7,15.5,78.9,1.0,Medium,78.4,True,Average,1,1,1,521.0,James Lewis,Average
Female,82.7,27.9,79.0,1.0,Low,99.6,True,High,0,0,1,981.0,Harper Thompson,High
Female,77.8,16.2,64.0,3.0,High,84.2,False,Average,0,2,0,65.0,Benjamin Sanchez,Average
Male,88.3,14.9,79.7,1.0,High,85.0,False,High,1,2,0,813.0,Daniel White,High
Male,100.0,16.2,89.3,0.0,Low,77.5,False,Average,1,0,0,157.0,Michael Brown,Average
Female,64.2,14.2,74.2,0.0,Low,71.8,False,Average,0,0,0,493.0,Matthew Smith,Average
Female,73.0,16.5,74.5,3.0,Low,69.0,False,Low,0,0,0,380.0,Noah Martin,Low
Male,93.7,12.9,70.3,0.0,Medium,78.2,False,Average,1,1,0,188.0,Isabella Lee,Average
Male,74.1,4.9,60.7,2.0,Low,64.5,False,Low,1,0,0,764.0,David Perez,Low
Male,91.9,25.4,62.4,1.0,High,81.3,False,Average,1,2,0,217.0,Alex Jackson,Average
Male,81.2,15.7,69.8,3.0,High,83.2,False,Average,1,2,0,792.0,Mia Robinson,Average
Male,91.0,17.3,74.5,1.0,High,85.1,True,High,1,2,1,53.0,James Jackson,High
Female,92.5,9.5,75.3,0.0,Low,69.8,False,Low,0,0,0,879.0,Henry Harris,Low
Female,80.5,14.5,62.3,0.0,Low,59.2,False,Low,0,0,0,338.0,Sophia Rodriguez,Low
Male,88.1,22.1,88.5,2.0,Medium,90.6,True,High,1,1,1,749.0,Sophia Ramirez,High
Male,81.8,20.1,74.7,2.0,Medium,79.0,False,Average,1,1,0,725.0,Emily Martin,Average
Female,88.3,8.8,69.0,1.0,High,79.4,False,Average,0,2,0,296.0,Amelia Jackson,Average
Female,72.6,19.3,59.1,0.0,Low,61.8,False,Low,0,0,0,702.0,Ethan Garcia,Low
Female,59.2,20.2,83.0,1.0,Medium,69.1,False,Low,0,1,0,252.0,Lucas Taylor,Low
Male,80.8,10.1,79.8,3.0,High,83.7,True,Average,1,2,1,727.0,Abigail Young,Average
Male,92.3,17.3,71.2,0.0,Medium,72.2,False,Average,1,1,0,462.0,Emma Martinez,Average
Male,55.162500000000016,27.7,72.1,1.0,Low,78.9,True,Average,1,0,1,,Henry Johnson,Average
Male,55.162500000000016,9.2,70.4,4.0,Low,67.5,True,Low,1,0,1,816.0,Elizabeth Brown,Average
Female,93.4,17.0,57.1,0.0,Low,69.5,False,Low,0,0,0,863.0,Michael Lewis,Low
Female,82.4,8.4,78.0,0.0,High,79.2,True,Average,0,2,1,,Harper Johnson,Average
Male,71.0,11.8,79.8,1.0,High,72.1,True,Average,1,2,1,202.0,Sofia Moore,Average
Male,82.5,11.9,67.5,0.0,Medium,76.0,False,Average,1,1,0,162.0,Evelyn Moore,Average
Male,87.5,7.8,100.0,0.0,Low,75.3,False,Average,1,0,0,730.0,Evelyn Brown,Average
Female,71.2,19.8,83.6,1.0,Low,74.6,False,Average,0,0,0,402.0,Emily Davis,Average
Male,95.0,16.2,81.4,0.0,Medium,90.6,True,High,1,1,1,703.0,,High
Female,81.7,5.4,89.4,1.0,Medium,73.3,True,Average,0,1,1,477.0,Elizabeth Moore,Average
Female,82.1,20.6,44.5,2.0,Low,56.3,False,Low,0,0,0,822.0,Evelyn Sanchez,Low
Male,81.8,25.1,83.5,1.0,Medium,85.1,True,High,1,1,1,,Charlotte Anderson,High
Male,75.7,10.4,95.1,1.0,High,85.2,True,High,1,2,1,106.0,Emily Garcia,High
Male,67.3,16.1,63.4,1.0,Medium,78.0,True,Average,1,1,1,566.0,Noah Thomas,Average
Female,88.6,21.9,65.3,0.0,High,78.7,False,Average,0,2,0,390.0,Emma Walker,Average
Male,81.8,8.1,74.5,2.0,Medium,72.7,False,Average,1,1,0,2.0,Emily Sanchez,Average
Male,81.8,13.9,66.0,0.0,High,70.1,False,Average,1,2,0,954.0,Benjamin Thomas,Average
Male,74.1,25.0,79.3,3.0,Low,87.2,False,High,1,0,0,562.0,Sarah Davis,High
Female,89.1,5.6,90.4,1.0,Low,70.3,False,Average,0,0,0,932.0,Daniel Moore,Average
Female,79.4,18.9,77.1,1.0,Medium,90.9,True,High,0,1,1,81.0,David Walker,Average
Female,75.0,16.7,56.0,0.0,Medium,76.9,True,Average,0,1,1,206.0,Noah Walker,Average
Female,78.5,22.5,92.3,0.0,High,91.8,True,High,0,2,1,35.0,Sebastian Johnson,High
Male,81.8,19.3,82.2,0.0,High,83.8,False,Average,1,2,0,776.0,David Brown,Average
Male,77.7,28.2,67.6,2.0,Medium,86.2,False,High,1,1,0,509.0,Ava Lewis,High
Male,84.0,16.8,70.0,0.0,Medium,80.1,False,Average,1,1,0,428.0,Jackson Walker,Average
Female,93.9,18.1,48.2,0.0,Low,63.2,True,Low,0,0,1,,Harper Lee,Low
Male,90.6,27.1,85.3,2.0,Medium,100.0,False,High,1,1,0,367.0,Lucas Martinez,High
Male,74.8,15.4,74.5,0.0,Medium,57.4,False,Low,1,1,0,92.0,Jackson Thomas,Low
Male,77.6,12.1,74.4,1.0,Low,69.9,False,Low,1,0,0,340.0,David Taylor,Low
Female,85.2,12.9,74.5,1.0,High,81.7,True,Average,0,2,1,898.0,Sarah Robinson,Average
Male,68.7,15.0,64.4,1.0,High,76.2,False,Average,1,2,0,565.0,Sebastian Martin,Average
Male,62.8,16.7,43.85,2.0,Medium,69.0,False,Low,1,1,0,346.0,Noah Allen,Low
Female,81.6,22.6,77.5,0.0,Medium,81.2,True,Average,0,1,1,777.0,Benjamin Martinez,Average
Female,77.1,9.3,64.3,2.0,High,79.4,True,Average,0,2,1,242.0,Harper Clark,Average
Female,59.4,19.5,81.6,4.0,High,83.1,False,Average,0,2,0,14.0,Matthew Martinez,Average
Male,85.0,31.8,63.8,0.0,Medium,85.5,False,High,1,1,0,316.0,Evelyn Rodriguez,High
Female,67.5,23.1,74.5,0.0,Medium,75.4,False,Average,0,1,0,601.0,Ethan Martinez,Average
Female,70.8,12.3,100.0,1.0,Medium,93.8,True,High,0,1,1,388.0,Jackson Martinez,High
Male,67.6,13.2,70.5,0.0,Low,72.1,False,Average,1,0,0,274.0,David White,Average
Male,58.6,24.1,75.6,2.0,Medium,83.5,True,Average,1,1,1,167.0,Sophia Smith,Average
Male,77.1,19.3,69.7,1.0,Medium,76.6,True,Average,1,1,1,841.0,Ava Taylor,Average
Female,96.0,20.6,46.0,1.0,Low,78.1,False,Average,0,0,0,647.0,,Average
Male,76.5,11.4,70.5,1.0,Medium,70.2,False,Average,1,1,0,819.0,Evelyn Jones,Average
Male,78.2,15.2,89.8,0.0,Low,65.8,False,Low,1,0,0,485.0,Mia Taylor,Average
Male,63.6,14.6,68.1,2.0,Medium,72.4,True,Average,1,1,1,999.0,David Rodriguez,Average
Male,74.7,16.2,72.1,2.0,Low,75.2,False,Average,1,0,0,505.0,Ava Lee,Average
Female,93.4,17.7,56.1,2.0,High,83.5,True,Average,0,2,1,832.0,Noah Young,Average
Male,58.7,23.1,65.6,1.0,High,75.9,False,Average,1,2,0,244.0,Evelyn Moore,Average
Female,87.7,20.4,67.3,0.0,High,77.7,False,Average,0,2,0,567.0,Liam Allen,Average
Female,82.8,14.3,64.7,1.0,Medium,77.0,True,Average,0,1,1,876.0,Amelia Brown,Average
Female,83.3,18.4,58.7,1.0,Medium,79.7,False,Average,0,1,0,563.0,,Average
Female,66.8,6.4,74.4,0.0,Medium,64.6,True,Low,0,1,1,971.0,,Low
Male,72.6,21.0,76.1,0.0,Medium,73.3,False,Average,1,1,0,687.0,Benjamin Taylor,Average
Male,75.7,21.7,78.7,0.0,High,87.9,True,High,1,2,1,958.0,Evelyn Jackson,High
Female,75.1,30.4,75.6,0.0,Low,78.6,True,Average,0,0,1,190.0,Sophia Smith,Average
Female,68.1,17.6,62.4,1.0,Medium,64.4,False,Low,0,1,0,783.0,Michael Smith,Low
Male,74.6,11.8,80.5,2.0,Medium,87.2,False,High,1,1,0,700.0,Alex Young,High
Male,81.8,0.45000000000000284,77.5,0.0,Medium,68.6,True,Low,1,1,1,476.0,Emily Martinez,Low
Male,78.7,32.05,100.0,1.0,High,100.0,True,High,1,2,1,682.0,Emma Smith,High
Male,79.6,22.2,56.2,1.0,High,65.5,True,Low,1,2,1,511.0,Charlotte Wilson,Low
Male,78.8,19.3,75.2,0.0,Medium,80.6,True,Average,1,1,1,59.0,,Average
Male,68.5,11.5,79.8,0.0,High,75.0,False,Average,1,2,0,475.0,Evelyn Allen,Average
Female,82.1,8.6,74.5,0.0,Medium,73.1,False,Average,0,1,0,561.0,Henry Rodriguez,Average
Female,79.1,15.0,82.4,0.0,High,77.1,True,Average,0,2,1,857.0,,Average
Female,86.4,17.9,85.7,0.0,Medium,81.9,True,Average,0,1,1,748.0,Sophia Anderson,Average
Male,88.4,15.6,73.2,1.0,Medium,71.2,True,Average,1,1,1,253.0,Olivia Williams,Average
Female,81.8,10.7,85.7,1.0,Medium,84.9,True,Average,0,1,1,22.0,Isabella Williams,Average
Male,99.1,15.0,74.5,3.0,Low,96.3,False,High,1,0,0,314.0,Ava Lewis,High
Male,67.3,21.5,79.7,0.0,High,87.8,True,High,1,2,1,460.0,Michael Jackson,High
Female,87.8,11.9,78.9,0.0,Medium,81.2,False,Average,0,1,0,161.0,,Average
Male,68.3,10.3,69.1,1.0,High,65.0,True,Low,1,2,1,277.0,Lucas Thompson,Low
Female,95.6,16.4,64.6,1.0,Medium,86.1,False,High,0,1,0,956.0,Ethan Taylor,High
Male,94.7,4.6,78.1,1.0,Low,77.4,False,Average,1,0,0,192.0,Ethan Rodriguez,Average
Female,61.6,9.7,47.0,1.0,Medium,70.0,True,Average,0,1,1,386.0,Michael Davis,Average
Female,89.9,18.4,69.3,0.0,Medium,78.2,False,Average,0,1,0,806.0,Emily Johnson,Average
Female,70.1,4.6,60.5,4.0,Medium,62.5,True,Low,0,1,1,414.0,Michael Clark,Average
Male,84.5,20.5,100.0,3.0,High,91.3,False,High,1,2,0,492.0,Sebastian Moore,High
Female,77.9,10.1,78.6,4.0,Medium,75.4,False,Average,0,1,0,344.0,Amelia Lee,Average
Female,84.8,16.2,85.9,2.0,Medium,81.6,True,Average,0,1,1,770.0,Isabella Garcia,Average
Male,72.8,21.0,86.1,0.0,Low,73.9,False,Average,1,0,0,309.0,Sophia Taylor,Average
Male,82.4,17.1,83.8,1.0,Low,86.7,False,High,1,0,0,662.0,Matthew Perez,High
Female,68.1,11.0,74.4,0.0,Medium,69.1,False,Low,0,1,0,131.0,Henry Taylor,Low
Male,82.7,19.3,79.3,2.0,High,93.2,False,High,1,2,0,664.0,Liam Martin,High
Female,66.5,15.8,60.7,2.0,High,81.2,False,Average,0,2,0,872.0,Liam Miller,Average
Male,80.5,24.9,65.1,2.0,Medium,84.6,False,Average,1,1,0,100.0,Emma Thomas,Average
Male,70.8,21.8,72.9,0.0,Low,82.8,False,Average,1,0,0,373.0,Benjamin Thomas,Average
Female,74.0,28.1,87.6,0.0,Medium,92.6,False,High,0,1,0,88.0,Sophia Allen,High
Male,78.8,9.9,77.7,0.0,Medium,63.8,True,Low,1,1,1,459.0,,Low
Male,65.4,24.9,69.3,0.0,Low,64.0,True,Low,1,0,1,331.0,Henry Thomas,Low
Male,79.7,14.6,58.7,1.0,Medium,78.2,False,Average,1,1,0,215.0,Matthew Williams,Average
Male,76.2,20.8,84.5,2.0,Medium,95.3,False,High,1,1,0,467.0,Emma Thompson,High
Female,80.5,21.8,99.7,1.0,Medium,91.8,True,High,0,1,1,122.0,Daniel Williams,High
Male,81.8,23.6,60.4,0.0,Medium,80.4,True,Average,1,1,1,615.0,Daniel Johnson,Average
Female,76.8,15.7,59.0,0.0,Medium,81.7,False,Average,0,1,0,,Amelia Davis,Average
Male,85.1,19.3,72.8,3.0,Medium,80.4,False,Average,1,1,0,72.0,Olivia Miller,Average
Female,70.4,17.2,83.6,4.0,Low,89.5,True,High,0,0,1,107.0,,High
Male,81.1,9.0,66.2,1.0,Medium,67.0,False,Low,1,1,0,271.0,Ava Anderson,Low
Male,86.2,6.4,66.4,2.0,Medium,75.6,False,Average,1,1,0,861.0,Charlotte Sanchez,Average
Female,76.2,8.7,55.8,1.0,Low,63.1,True,Low,0,0,1,436.0,Michael Brown,Low
Male,73.8,24.0,59.9,0.0,Medium,76.0,False,Average,1,1,0,103.0,Jackson Walker,Average
